# ell tt ee te bb
5.700000000000000000e+01 3.080437866974952144e+00 3.511271269165320403e-04 -2.024422612403043321e-03 0.000000000000000000e+00
5.800000000000000000e+01 3.017136045857423898e+00 3.577738969983852691e-04 -2.489880881973155404e-03 0.000000000000000000e+00
5.900000000000000000e+01 2.956472476460358934e+00 3.643319095719342831e-04 -2.946002751366451778e-03 0.000000000000000000e+00
6.000000000000000000e+01 2.898365237773987690e+00 3.707784449705549702e-04 -3.393466669464490718e-03 0.000000000000000000e+00
6.100000000000000000e+01 2.842817459959593673e+00 3.770902072319397887e-04 -3.833352092793917022e-03 0.000000000000000000e+00
6.200000000000000000e+01 2.789754127705807996e+00 3.832525987472259490e-04 -4.266483391004209647e-03 0.000000000000000000e+00
6.300000000000000000e+01 2.738981629855723909e+00 3.892753212188673848e-04 -4.692372673746107725e-03 0.000000000000000000e+00
6.400000000000000000e+01 2.690268610439716657e+00 3.951712592945901817e-04 -5.110285065603093271e-03 0.000000000000000000e+00
6.500000000000000000e+01 2.643454463919579389e+00 4.009503859003431085e-04 -5.519815095840958398e-03 0.000000000000000000e+00
6.600000000000000000e+01 2.598498329988111699e+00 4.065939627709915264e-04 -5.921460254054687795e-03 0.000000000000000000e+00
6.700000000000000000e+01 2.555395157207333678e+00 4.120851492532831496e-04 -6.315878558131693236e-03 0.000000000000000000e+00
6.800000000000000000e+01 2.514114986106907423e+00 4.174092474078072278e-04 -6.703454028289988591e-03 0.000000000000000000e+00
6.900000000000000000e+01 2.474536417696106216e+00 4.225675044925767234e-04 -7.083698164643221183e-03 0.000000000000000000e+00
7.000000000000000000e+01 2.436546530750381745e+00 4.275650393505256897e-04 -7.456223123778625041e-03 0.000000000000000000e+00
7.100000000000000000e+01 2.400028092241967670e+00 4.324088219005264898e-04 -7.820908613147412730e-03 0.000000000000000000e+00
7.200000000000000000e+01 2.364947363438600458e+00 4.371017807034851643e-04 -8.178267182536868782e-03 0.000000000000000000e+00
7.300000000000000000e+01 2.331250170653544451e+00 4.416444707563866603e-04 -8.528667104424727738e-03 0.000000000000000000e+00
7.400000000000000000e+01 2.298767274702770091e+00 4.460309862212302615e-04 -8.871242217553188675e-03 0.000000000000000000e+00
7.500000000000000000e+01 2.267336149977166038e+00 4.502555404455743518e-04 -9.204863708729877497e-03 0.000000000000000000e+00
7.600000000000000000e+01 2.236792715263734799e+00 4.543108755311463676e-04 -9.528719530184940820e-03 0.000000000000000000e+00
7.700000000000000000e+01 2.207034243824899100e+00 4.581939100499836360e-04 -9.842254234034062896e-03 0.000000000000000000e+00
7.800000000000000000e+01 2.178110597291452954e+00 4.619006892700800912e-04 -1.014627529298875973e-02 0.000000000000000000e+00
7.900000000000000000e+01 2.150124241328878583e+00 4.654287195935341635e-04 -1.044182443271996982e-02 0.000000000000000000e+00
8.000000000000000000e+01 2.123144367369906416e+00 4.687760801024204774e-04 -1.073000216490668790e-02 0.000000000000000000e+00
8.100000000000000000e+01 2.097215091566852152e+00 4.719412637454417463e-04 -1.101143771453081191e-02 0.000000000000000000e+00
8.200000000000000000e+01 2.072289007152178009e+00 4.749242221909497162e-04 -1.128591807686478606e-02 0.000000000000000000e+00
8.300000000000000000e+01 2.048272097480655862e+00 4.777237944617055625e-04 -1.155323558405460700e-02 0.000000000000000000e+00
8.400000000000000000e+01 2.025097119295348413e+00 4.803398888030464982e-04 -1.181295232552911044e-02 0.000000000000000000e+00
8.500000000000000000e+01 2.002695207125452903e+00 4.827720845488393028e-04 -1.206500213059503133e-02 0.000000000000000000e+00
8.600000000000000000e+01 1.981008715757747840e+00 4.850221654253321704e-04 -1.230902519711941229e-02 0.000000000000000000e+00
